2.135784149169921875e+00,4.092156410217285156e+00,6.659802913665771484e+00,7.043626785278320312e+00,4.946567535400390625e+00,2.748039245605468750e+00,1.712744832038879395e+00,4.310784339904785156e+00,5.989706039428710938e+00,6.557842254638671875e+00,5.752450466156005859e+00,2.176470279693603516e+00,2.956862688064575195e+00,4.461764812469482422e+00,4.894116878509521484e+00,4.949019432067871094e+00,5.023529052734375000e+00,2.890195846557617188e+00,3.235293865203857422e+00,6.014214992523193359e+00,5.654901027679443359e+00,6.258823394775390625e+00,6.596568107604980469e+00,3.541176319122314453e+00,2.459313631057739258e+00,4.198529243469238281e+00,3.700489997863769531e+00,4.751960754394531250e+00,4.561764240264892578e+00,2.752941131591796875e+00,2.830882072448730469e+00,3.435784339904785156e+00,4.530391693115234375e+00,4.964705467224121094e+00,3.612254381179809570e+00,3.148038864135742188e+00
1.055392146110534668e+00,5.049018859863281250e-01,2.962254524230957031e+00,4.258333206176757812e+00,1.506862640380859375e+00,1.430882215499877930e+00,4.524509310722351074e-01,1.020097970962524414e+00,2.599999427795410156e+00,2.516176223754882812e+00,1.984313488006591797e+00,2.568626999855041504e-01,2.483823299407958984e+00,1.086764574050903320e+00,3.047058582305908203e+00,2.954411506652832031e+00,1.949509620666503906e+00,8.813724517822265625e-01,4.164705276489257812e+00,3.430391788482666016e+00,4.353920936584472656e+00,3.955391883850097656e+00,3.439705848693847656e+00,3.061274528503417969e+00,6.901959776878356934e-01,1.985784053802490234e+00,2.253431081771850586e+00,1.681372404098510742e+00,1.626470446586608887e+00,8.745096921920776367e-01,6.428920745849609375e+00,3.737744569778442383e+00,1.168627500534057617e+00,6.480391621589660645e-01,1.818137049674987793e+00,3.740195751190185547e+00
2.288235187530517578e+00,3.870097637176513672e+00,6.319607257843017578e+00,6.474019050598144531e+00,4.002450942993164062e+00,3.401470184326171875e+00,1.568137168884277344e+00,6.432353019714355469e+00,7.332351684570312500e+00,7.395587444305419922e+00,7.591176033020019531e+00,2.843627214431762695e+00,2.576960563659667969e+00,6.578920841217041016e+00,7.052940368652343750e+00,7.234803199768066406e+00,6.949019432067871094e+00,4.422058582305908203e+00,4.198038578033447266e+00,7.878430366516113281e+00,7.379410743713378906e+00,7.473528861999511719e+00,7.999999046325683594e+00,6.965195178985595703e+00,1.379411697387695312e+00,6.176470279693603516e+00,5.522058010101318359e+00,5.902450561523437500e+00,7.889214515686035156e+00,3.433823108673095703e+00,8.921567201614379883e-01,4.038724899291992188e+00,5.654901504516601562e+00,6.326960563659667969e+00,6.787254333496093750e+00,1.599509716033935547e+00
3.049019575119018555e-01,2.962744712829589844e+00,4.565685749053955078e+00,4.215195655822753906e+00,2.967646598815917969e+00,6.671568155288696289e-01,5.661764144897460938e-01,3.609313488006591797e+00,4.979411125183105469e+00,4.829411506652832031e+00,4.114706039428710938e+00,1.032843112945556641e+00,1.641666650772094727e+00,3.058823347091674805e+00,3.633823394775390625e+00,3.792156696319580078e+00,4.008333206176757812e+00,2.630392074584960938e+00,2.575489759445190430e+00,4.650489807128906250e+00,3.972058296203613281e+00,4.399999618530273438e+00,5.211274147033691406e+00,3.599999427795410156e+00,1.866666555404663086e+00,3.771568298339843750e+00,3.445097923278808594e+00,3.831862449645996094e+00,4.374509334564208984e+00,2.578431129455566406e+00,1.482842922210693359e+00,3.162254571914672852e+00,4.134313583374023438e+00,4.542646408081054688e+00,4.018627166748046875e+00,2.313725233078002930e+00
5.267646789550781250e+00,4.851469993591308594e+00,7.270586967468261719e+00,7.871077537536621094e+00,4.549019336700439453e+00,5.351469993591308594e+00,3.403430938720703125e+00,5.416666030883789062e+00,7.654901027679443359e+00,7.011764049530029297e+00,6.722548484802246094e+00,5.381862640380859375e+00,1.435293912887573242e+00,4.399999618530273438e+00,7.389705181121826172e+00,7.023528099060058594e+00,6.970587730407714844e+00,3.035784006118774414e+00,2.228921413421630859e+00,7.586274147033691406e+00,6.699018955230712891e+00,6.942646503448486328e+00,7.607352256774902344e+00,3.572058677673339844e+00,1.772548913955688477e+00,5.580391883850097656e+00,5.007352352142333984e+00,4.940195560455322266e+00,7.120097637176513672e+00,2.494607686996459961e+00,1.464215636253356934e+00,4.191176414489746094e+00,6.149508953094482422e+00,6.640195369720458984e+00,5.842156410217285156e+00,1.946568489074707031e+00
3.196078240871429443e-01,1.937744855880737305e+00,5.375979900360107422e+00,5.991666316986083984e+00,2.419117450714111328e+00,1.375490069389343262e+00,2.117646783590316772e-01,4.338725090026855469e+00,5.916175842285156250e+00,5.999018669128417969e+00,5.029901504516601562e+00,6.279411315917968750e-01,1.211764454841613770e+00,3.799019336700439453e+00,4.945097923278808594e+00,4.740195274353027344e+00,4.670588016510009766e+00,1.630391955375671387e+00,2.656862497329711914e+00,5.754901885986328125e+00,5.163234710693359375e+00,5.658332824707031250e+00,6.084803581237792969e+00,2.654411554336547852e+00,7.735294103622436523e-01,4.265686511993408203e+00,3.459803581237792969e+00,3.816666126251220703e+00,4.789705276489257812e+00,7.593136429786682129e-01,1.892156749963760376e-01,3.999509811401367188e+00,3.446078062057495117e+00,4.083333015441894531e+00,3.418137073516845703e+00,4.955882132053375244e-01
3.153430938720703125e+00,5.324999332427978516e+00,7.691665649414062500e+00,7.857352256774902344e+00,5.964705467224121094e+00,4.206372261047363281e+00,2.461274385452270508e+00,5.673038482666015625e+00,7.300979137420654297e+00,7.337743759155273438e+00,6.796567916870117188e+00,2.894607782363891602e+00,3.066666603088378906e+00,5.281862258911132812e+00,6.048528671264648438e+00,6.611273765563964844e+00,6.781862258911132812e+00,4.691666603088378906e+00,4.889705657958984375e+00,7.126960754394531250e+00,7.067646026611328125e+00,7.420587539672851562e+00,7.991665840148925781e+00,7.666175842285156250e+00,3.833822965621948242e+00,4.939215183258056641e+00,5.821077823638916016e+00,6.205881595611572266e+00,7.968626976013183594e+00,4.797548770904541016e+00,3.352450609207153320e+00,3.578921318054199219e+00,5.360783576965332031e+00,5.670097351074218750e+00,7.881861686706542969e+00,4.728430747985839844e+00
1.255392074584960938e+00,5.220587730407714844e+00,6.799509048461914062e+00,7.742156028747558594e+00,4.319117069244384766e+00,3.102450609207153320e+00,1.625980377197265625e+00,5.455391883850097656e+00,7.581861972808837891e+00,6.630881309509277344e+00,5.791176319122314453e+00,2.575980186462402344e+00,2.103431224822998047e+00,3.734313488006591797e+00,5.740685462951660156e+00,6.160783767700195312e+00,6.409803390502929688e+00,5.197058677673339844e+00,3.791666507720947266e+00,6.440685749053955078e+00,6.191665649414062500e+00,6.597548484802246094e+00,7.704900741577148438e+00,5.671567916870117188e+00,3.195097923278808594e+00,4.024019241333007812e+00,4.281862258911132812e+00,3.985783576965332031e+00,6.260293960571289062e+00,3.997058391571044922e+00,2.519607543945312500e+00,2.631862640380859375e+00,4.295097827911376953e+00,5.371568202972412109e+00,5.543627262115478516e+00,3.588235139846801758e+00
6.647058725357055664e-01,2.827450752258300781e+00,5.024999618530273438e+00,5.065196037292480469e+00,3.072058677673339844e+00,9.333332777023315430e-01,4.774509370326995850e-01,3.365195274353027344e+00,4.692156314849853516e+00,4.402450561523437500e+00,3.593137264251708984e+00,1.044117569923400879e+00,1.033823490142822266e+00,2.641666650772094727e+00,3.477450370788574219e+00,3.863234996795654297e+00,3.119117259979248047e+00,2.110784053802490234e+00,1.694607734680175781e+00,4.414705276489257812e+00,3.887254714965820312e+00,4.078921318054199219e+00,4.764215469360351562e+00,3.183823347091674805e+00,9.132353067398071289e-01,3.739705562591552734e+00,3.288235187530517578e+00,3.362744808197021484e+00,4.040685653686523438e+00,1.618137121200561523e+00,1.289215683937072754e-01,2.907352685928344727e+00,2.392156600952148438e+00,1.875980138778686523e+00,3.940195560455322266e+00,4.431371986865997314e-01
1.838234961032867432e-01,5.485293865203857422e-01,1.857352733612060547e+00,1.533823370933532715e+00,4.740195870399475098e-01,1.281862735748291016e+00,1.348039060831069946e-01,1.005882263183593750e+00,2.265686273574829102e+00,2.032842874526977539e+00,1.318627357482910156e+00,2.514705657958984375e-01,3.480391800403594971e-01,9.019607305526733398e-01,2.042156696319580078e+00,2.124509572982788086e+00,1.487745046615600586e+00,7.122548818588256836e-01,7.049018740653991699e-01,2.170588016510009766e+00,1.706862688064575195e+00,2.310784339904785156e+00,3.111274242401123047e+00,1.471078157424926758e+00,4.401960372924804688e-01,1.189705848693847656e+00,1.888235211372375488e+00,2.581372261047363281e+00,1.415686130523681641e+00,4.828430414199829102e-01,9.607842564582824707e-02,8.225489258766174316e-01,1.180392026901245117e+00,1.474019527435302734e+00,9.872549176216125488e-01,2.078431099653244019e-01
